case_identifier,pp_primary16_2016,pp_demprim16_2016,pp_repprim16_2016,inputstate_2016,izip_2016,birthyr_baseline,gender_baseline,race_baseline,race_other_baseline,educ_baseline,child18_baseline,child18num_baseline,job_baseline,employstat2_baseline,industry_baseline,occupationcat_baseline,presvote16post_2016
6084239,1,2,,42,19149,1974,2,1,,3,1,2,3,,,9,1
6085712,2,,1,34,8876,1955,1,1,,5,2,,,8,,1,2
6086672,2,,1,53,98445,1948,1,1,,3,2,,,3,48,5,2
6086936,3,,,12,33759,1976,2,1,,4,2,,,1,62,1,1
6088319,1,1,,6,93644,1944,1,1,,6,2,,,1,71,2,1
6088628,1,2,,18,47408,1954,2,1,,5,2,,,5,,1,1
6089561,1,1,,33,3458,1954,1,1,,6,2,,,5,,2,1
6095012,2,,3,51,23060,1950,2,7,"german, french, irish",6,2,,,2,81,1,2
6095318,1,1,,36,11375,1950,1,1,,5,,,,1,71,1,1
6095753,2,,3,37,28443,1941,1,1,,3,2,,,5,,8,2
6095852,1,2,,19,51360,1940,1,1,,3,2,,,5,,8,1
6098411,3,,,12,33143,1963,1,3,,6,2,,,1,54,1,1
6100238,1,1,,37,27705,1961,1,4,,6,1,3,,1,61,1,1
6100907,2,,1,36,14564,1967,2,1,,6,2,,,1,54,1,2
6106253,2,,1,42,17402,1957,1,1,,2,2,,,3,44,4,2
6108272,1,2,,36,10037,1980,2,2,,6,2,,,1,71,1,1
6109619,1,1,,36,13208,1961,2,1,,2,1,2,,1,92,3,1
6110054,2,,4,25,2481,1965,2,3,,6,1,6,,7,,9,6
6110435,1,2,,51,22315,1969,2,1,,5,2,,,1,81,2,1
6110906,2,,5,18,46237,1958,1,1,,6,1,1,,3,61,1,2
6111152,2,,3,18,46222,1957,1,1,,3,2,,,5,,7,2
6112508,1,1,,6,95135,1936,2,1,,5,2,,,5,,8,1
6114890,3,,,23,4092,1954,2,1,,5,2,,,1,62,12,2
6116483,2,,1,32,89122,1954,2,1,,6,2,,,1,61,1,2
6116600,3,,,4,85635,1969,2,1,,3,2,,,3,51,5,1
6116972,1,1,,24,21045,1952,1,6,,6,2,,,1,92,1,1
6117203,1,2,,41,97520,1944,2,1,,6,2,,,5,,1,1
6117347,1,2,,1,35121,1956,2,1,,5,1,1,,1,31,1,4
6120266,1,2,,6,94577,1953,1,2,,6,2,,,1,62,1,1
6124499,1,1,,12,33472,1955,1,1,,5,1,2,,3,71,1,1
6125228,3,,,54,26743,1955,1,,,3,2,,,1,31,5,1
6126617,2,,3,25,1040,1928,2,1,,2,2,,,5,,8,2
6128693,3,,,27,56256,1986,1,1,,5,2,,3,,,10,5
6129137,3,,,4,85541,1950,1,7,American,5,2,,,1,81,1,2
6135863,1,1,,10,19808,1952,2,1,,6,2,,,1,61,1,1
6137867,1,2,,12,33311,1959,1,1,,1,2,,,1,54,1,
6137984,1,2,,49,84501,1957,2,1,,3,2,,,6,,12,1
6139919,2,,3,24,21044,1953,2,1,,5,2,,,3,81,6,2
6141527,1,2,,4,85745,1970,1,1,,6,2,,,1,61,2,1
6142478,1,2,,55,54665,1963,1,1,,5,1,1,,1,11,3,1
6143861,1,1,,28,38834,1946,2,1,,2,2,,,2,92,6,1
6152906,1,2,,12,34684,1956,2,1,,3,2,,,3,52,5,1
6153587,2,,1,26,48187,1965,2,1,,4,1,,,3,52,2,2
6163991,3,,,34,7850,1980,1,1,,5,2,,,1,44,1,2
6165803,2,,1,47,37601,1954,2,1,,2,2,,,4,,11,2
6166322,2,,4,13,30319,1985,1,1,,3,2,,3,,,11,3
6166706,2,,2,55,54611,1983,2,1,,3,1,4,,7,,9,6
6166907,1,1,,9,6830,1972,1,3,,6,2,,,1,54,2,1
6167690,3,,,49,84040,1959,1,7,American,3,1,3,,1,54,2,3
6167720,1,2,,6,91343,1970,1,1,,3,1,2,,3,71,1,1
6169340,1,1,,31,68022,1937,2,1,,3,2,,,5,,3,1
6169358,1,1,,48,77062,1970,2,2,,6,2,,,3,62,5,1
6170420,2,,1,12,33431,1959,1,1,,5,2,,,3,81,5,2
6170999,3,,,53,98146,1954,1,7,human,3,2,,,1,48,1,2
6173759,3,,,1,36571,1949,2,1,,3,2,,,5,,3,1
6174257,1,2,,42,18104,1960,1,1,,6,2,,,1,61,1,1
6178229,2,,4,48,77096,1982,1,3,,5,2,,,1,48,6,3
6178985,1,1,,18,46173,1972,1,1,,5,2,,,1,61,6,1
6179771,1,1,,36,13903,1962,1,1,,4,2,,,1,61,1,1
6180053,2,,2,42,15101,1935,1,1,,5,2,,,5,,8,2
6181898,1,1,,28,39350,1949,1,1,,3,2,,,1,31,12,1
6183761,1,1,,41,97217,1952,2,1,,6,2,,,6,,12,1
6184673,1,2,,36,12302,1956,2,1,,6,2,,,2,11,3,1
6184751,3,,,37,28403,1968,1,1,,5,2,,,1,31,1,2
6185615,3,,,24,21769,1963,1,1,,2,1,1,,1,23,1,2
6188075,3,,,42,19104,1945,1,1,,6,2,,,3,71,12,
6188486,3,,,45,29712,1990,2,1,,3,2,,2,,,6,
6188504,1,2,,9,6776,1956,1,1,,3,2,,,3,31,5,1
6191732,2,,1,34,8008,1959,1,1,,6,2,,,1,61,2,2
6192383,2,,3,27,55337,1971,1,6,,3,2,,,1,92,1,2
6192560,2,,2,39,45242,1970,2,1,,6,1,2,,1,81,1,2
6194963,1,2,,17,60585,1959,2,7,human,3,2,,,3,81,9,1
6197192,2,,4,29,64668,1955,1,1,,5,2,,,1,52,5,2
6197963,1,1,,36,10014,1970,1,1,,6,1,2,,1,52,3,1
6202310,2,,2,25,1969,1962,1,1,,6,1,1,,1,62,1,2
6202931,1,2,,47,37214,1968,1,1,,5,2,,,3,71,1,1
6203066,1,1,,17,60631,1956,1,1,,5,2,,,1,42,3,1
6204386,3,,,55,53719,1987,1,1,,3,2,,,1,62,1,1
6206105,2,,4,48,78624,1945,1,1,,6,2,,,3,52,2,2
6208100,1,1,,48,77009,1965,1,1,,5,2,,,1,52,4,1
6209570,3,,,36,10804,1955,1,1,,6,1,2,,1,62,1,2
6211460,1,1,,12,33321,1949,1,1,,2,2,,,4,,11,1
6216644,2,,3,55,53185,1965,1,1,,2,1,2,,1,81,5,2
6216743,3,,,41,97035,1957,2,1,,3,2,,3,,,10,3
6217184,1,2,,42,18045,1955,2,1,,5,2,,,4,,1,1
6218957,3,,,53,98001,1951,2,1,,5,2,,,1,61,12,2
6219236,3,,,4,86314,1940,2,1,,3,2,,,5,,12,1
6219497,3,,,20,66046,1981,1,1,,5,2,,,1,52,6,1
6220028,2,,1,26,48170,1981,1,1,,5,1,1,,1,92,7,2
6221858,1,1,,39,43162,1944,1,1,,2,2,,,5,,8,1
6222932,1,3,,12,33990,1961,2,1,__NA__,4,2,,,2,81,6,2
6226313,3,,,17,60085,1954,2,3,,3,2,,,2,62,1,1
6227495,3,,,40,73159,1966,1,1,,3,1,2,,3,54,5,3
6227969,3,,,12,32164,1962,1,1,,3,2,,,1,44,4,2
6229142,1,2,,18,47403,1962,1,1,,6,1,2,,1,61,1,1
6229352,3,,,20,66206,1982,1,1,,6,2,,,3,81,5,2
6229544,2,,4,13,30022,1962,1,1,,5,1,1,,1,,4,2
6229913,1,2,,12,33351,1955,2,1,,3,2,,,1,92,12,3
6230198,2,,4,55,53220,1979,1,1,,2,2,,,1,44,3,2
6230408,2,,3,17,60543,1952,1,1,,4,2,,,1,31,4,2
6232193,3,,,8,80525,1965,2,1,,6,2,,,1,92,3,1
6232631,3,,,12,32533,1967,1,1,,4,1,1,,6,,8,2
6233612,1,2,,39,43410,1976,2,3,,4,1,2,,1,31,12,1
6236744,1,2,,35,87123,1958,1,1,,5,1,3,,2,54,1,1
6239744,2,,2,13,31021,1947,1,1,,6,2,,,1,61,1,1
6247142,2,,3,21,40220,1956,1,1,,5,1,2,,1,44,3,2
6247949,1,2,,37,28203,1990,1,1,,3,2,,2,,,10,1
6249251,1,1,,49,84054,1948,1,1,,2,2,,,5,,3,1
6249485,3,,,27,56304,1966,1,1,,3,2,,1,,92,12,2
6253385,2,,3,39,45067,1978,1,1,,5,1,1,1,,54,1,6
6253928,2,,3,16,83647,1964,1,1,,3,2,,,2,72,12,2
6255209,1,1,,34,7747,1977,2,1,,5,2,,,1,72,12,1
6262622,1,1,,36,12916,1970,1,1,,4,2,,,1,44,4,1
6263354,1,2,,39,43201,1969,1,1,,6,2,,,1,54,12,1
6265466,2,,1,37,27545,1971,1,1,,4,,,,1,92,6,2
6271040,1,2,,48,78613,1965,1,1,,5,1,1,,4,,1,3
6273704,2,,3,48,76226,1938,1,1,,3,2,,,5,,8,2
6278276,3,,,42,15235,1950,1,1,,6,2,,,2,61,1,
6279956,1,1,,17,60649,1950,2,2,,4,2,,,1,62,12,1
6280574,2,,3,42,18031,1963,1,1,,3,1,1,,8,,12,2
6281192,3,,,8,80021,1972,2,1,,6,2,,,2,92,12,4
6282716,1,2,,34,7002,1976,1,1,__NA__,5,2,,,1,54,3,3
6282788,1,3,,17,60611,1937,2,1,,5,2,,3,,,8,1
6285515,1,2,,17,60545,1981,1,1,,6,1,3,,4,,11,1
6285701,3,,,39,44103,1952,1,2,,2,2,,,5,,8,1
6287039,2,,1,31,68701,1954,1,1,,6,2,,,1,62,2,2
6288212,3,,,27,55117,1967,1,1,,5,1,2,,7,,9,1
6288599,1,1,,39,45322,1956,1,1,,6,1,1,,1,61,1,1
6291113,1,2,,42,19067,1957,2,1,,6,,,,2,81,1,1
6291146,3,,,36,12477,1978,1,1,,6,2,,,1,61,1,2
6291557,1,1,,25,2118,1969,1,1,,3,1,1,,1,54,2,1
6291608,1,2,,6,92104,1970,1,1,,5,2,,,1,61,3,1
6293183,3,,,36,11102,1957,1,3,,4,2,,,6,,8,1
6293396,1,1,,6,95820,1959,1,1,,4,2,,,1,92,1,1
6294578,2,,3,46,57730,1971,1,1,,3,1,4,,1,71,2,2
6299315,3,,,20,66047,1964,2,1,,5,1,1,,1,48,1,4
6304361,3,,,37,28277,1971,1,7,Jewish,5,1,2,,1,52,1,1
6305450,2,,2,42,18080,1961,2,1,,3,2,,,1,81,3,2
6308873,1,2,,41,97030,1948,1,1,,6,2,,,1,61,1,1
6309782,1,2,,51,23832,1970,1,4,,6,1,2,,1,61,1,1
6309809,3,,,53,98052,1962,1,1,,5,1,2,,3,52,2,2
6310301,1,1,,12,33410,1956,2,1,,3,2,,,7,,9,1
6314150,1,1,,48,78665,1971,2,1,,6,1,1,,3,54,1,1
6316652,1,1,,17,60154,1972,1,1,,5,1,1,,1,52,6,1
6316859,1,2,,17,60302,1956,2,1,,6,2,,,5,,8,1
6319217,2,,1,6,94022,1931,2,1,,2,2,,,5,,8,2
6319613,1,1,,4,85374,1932,2,1,,2,2,,,5,,8,1
6319775,1,2,,39,44149,1957,1,3,,5,2,,,1,31,3,1
6320978,2,,2,25,1420,1955,1,1,,2,2,,,1,81,6,1
6322211,2,,3,36,14506,1981,1,1,,6,2,,,1,92,1,6
6322364,1,2,,41,97401,1960,2,1,,6,2,,,1,51,1,1
6322844,1,2,,17,60465,1954,1,1,,2,2,,,3,44,5,1
6322856,1,1,,4,85747,1961,1,1,,3,2,,,1,92,3,1
6323027,2,,2,9,6770,1956,1,1,,5,1,1,,1,52,3,6
6325184,2,,1,26,49525,1954,2,1,,6,2,,,5,,8,2
6325313,1,3,,40,74743,1962,1,1,,3,2,,,1,21,1,2
6325748,2,,1,21,40356,1956,1,1,,6,2,,,1,54,2,2
6326321,2,,1,22,71457,1955,1,1,,6,1,2,,1,61,1,2
6327818,2,,3,13,30263,1953,1,1,,5,2,,,3,81,12,2
6331904,1,1,,19,52531,1963,1,1,,5,1,1,,1,61,1,1
6333245,3,,,46,57769,1972,1,1,,5,1,3,,1,92,12,2
6334871,3,,,36,10469,1958,1,1,,3,2,,,4,,12,2
6338279,1,1,,26,48108,1954,1,2,,6,2,,,1,31,1,1
6338711,3,,,37,27302,1957,1,1,,5,1,1,,1,92,12,2
6339260,2,,3,12,34235,1926,2,1,,3,2,,,5,,12,2
6339377,2,,3,12,33771,1969,1,1,,5,2,,,1,61,1,2
6342719,3,,,12,32514,1955,1,1,,2,1,1,,1,72,3,2
6345614,2,,3,12,32967,1939,2,1,,2,2,,,5,,6,2
6346148,2,,1,38,58078,1962,1,1,,5,2,,,1,54,1,2
6348065,3,,,27,55444,1965,1,1,,4,1,1,1,,61,1,2
6348128,1,2,,55,53095,1961,1,1,,3,2,,,1,81,1,1
6359783,2,,3,25,1810,1952,1,1,,5,2,,,1,51,4,2
6360410,3,,,53,98115,1943,1,1,,5,2,,,1,62,1,1
6362912,2,,5,34,7470,1944,1,1,,3,2,,,5,,2,2
6367046,3,,,24,21228,1948,1,2,,3,2,,,5,,8,1
6369662,2,,4,12,34683,1964,1,1,,5,1,3,,1,62,1,2
6370124,3,,,28,38655,1954,2,1,,3,2,,,7,,9,1
6370370,2,,1,21,40962,1964,1,1,,5,2,,,1,21,1,2
6371126,2,,2,26,48223,1957,2,1,,4,2,,,4,,1,2
6372302,2,,3,45,29576,1957,2,1,,6,2,,,1,61,12,2
6372518,2,,1,6,95223,1937,1,1,,3,2,,,1,44,4,2
6372674,3,,,25,2367,1969,1,1,,2,2,,,2,23,1,2
6376448,2,,1,4,85028,1965,1,7,european-american,4,1,1,,3,51,1,2
6376739,2,,1,42,19541,1965,2,1,,3,1,2,,7,,9,2
6377012,3,,,8,80230,1968,2,1,,6,2,,,1,92,2,2
6377219,1,2,,53,98626,1966,2,1,,5,2,,,7,,9,1
6381221,1,2,,48,76310,1969,1,6,,5,1,2,,1,61,12,3
6381806,2,,1,6,94538,1952,1,1,,3,2,,,2,44,4,2
6382718,1,2,,53,98038,1974,1,1,,5,2,,,4,,11,1
6382949,3,,,48,79925,1940,1,1,,2,2,,,5,,8,2
6383609,2,,2,29,65109,1955,1,1,,6,2,,,5,,8,2
6384797,2,,1,12,33445,1974,1,6,,5,2,,,2,71,1,2
6385868,3,,,49,84044,1966,1,1,,3,2,,,1,92,3,2
6386678,2,,4,32,89509,1958,2,1,,6,2,,,1,21,2,2
6389924,2,,3,53,98042,1952,2,1,,3,2,,,7,,9,2
6391505,2,,3,4,85023,1949,1,2,,4,2,,,6,,4,2
6392225,1,2,,40,74012,1973,1,1,,3,2,,,1,71,5,1
6393803,2,,4,12,32134,1946,2,1,,2,2,,,5,,12,2
6395504,2,,1,42,17315,1937,1,1,,6,2,,,5,,1,2
6396401,2,,3,55,53098,1969,1,1,,3,2,,,1,48,12,2
6400403,2,,1,6,90211,1971,2,1,,6,1,4,,1,54,3,2
6400457,2,,4,27,55420,1962,1,1,,2,1,1,,1,,4,2
6400898,2,,1,36,12822,1963,1,1,,2,1,3,,1,44,3,2
6401015,1,1,,36,14228,1939,2,1,,3,2,,,5,,8,1
6401321,1,2,,6,92570,1961,1,1,,3,2,,,1,81,1,2
6405365,1,1,,12,32765,1964,1,1,,5,2,,,1,54,1,1
6406562,2,,3,55,53719,1968,1,1,,3,2,,,1,71,1,2
6406961,1,1,,48,76018,1959,1,2,,3,2,,,1,44,12,1
6409022,3,,,36,11702,1954,2,1,,4,1,2,,7,,9,2
6410645,2,,1,42,18976,1961,2,1,,3,1,2,,7,,9,2
6411257,2,,4,42,17111,1960,1,1,,6,2,,,1,81,2,2
6413630,2,,1,24,21117,1954,1,1,,5,2,,,1,71,1,2
6414236,3,,,29,63026,1965,1,1,,6,1,2,,1,54,1,1
6416438,2,,3,37,28173,1941,1,1,,3,2,,,3,31,5,2
6418754,3,,,6,90505,1955,1,1,,5,2,,,3,81,5,3
6419111,1,1,,6,90066,1965,1,1,,6,1,3,,1,54,,1
6419432,2,,4,41,97333,1939,2,1,,2,2,,,5,,8,2
6420122,2,,1,6,95624,1957,2,1,,5,1,1,,1,62,1,2
6420962,3,,,32,89119,1955,1,1,,5,2,,,1,44,4,2
6421214,2,,3,8,80104,1962,1,1,,5,2,,1,,81,3,2
6428831,1,2,,26,48837,1956,1,1,,5,1,1,,1,92,1,1
6429641,3,,,21,41015,1953,1,1,,2,2,,,1,62,3,2
6429842,2,,3,27,55055,1973,1,1,,6,1,1,,1,51,1,2
6430100,3,,,41,97386,1931,2,1,,2,2,,,7,,9,1
6431615,2,,1,26,48334,1950,1,1,,6,2,,,1,31,3,2
6432962,2,,1,6,90241,1957,2,3,,3,2,,,7,,11,2
6433022,1,2,,6,94706,1954,2,3,,6,2,,,1,61,12,1
6435506,2,,1,30,59711,1957,1,1,,5,2,,,1,51,12,2
6439925,2,,1,55,54915,1970,1,6,,3,1,2,,1,31,1,2
6440513,1,1,,41,97007,1934,1,1,,3,2,,,5,,8,1
6442295,1,1,,39,44824,1937,2,1,,2,2,,,7,,9,1
6442748,2,,3,47,37215,1952,1,1,,6,2,,,2,44,5,2
6443261,2,,3,36,13027,1966,1,1,,3,1,2,,1,48,12,2
6444770,2,,3,18,46504,1973,1,1,,4,1,2,,1,48,1,2
6444905,3,,,36,14468,1962,1,1,,3,1,2,,1,61,3,2
6447599,2,,3,12,32714,1971,2,1,,5,2,,1,,92,1,2
6453008,3,,,27,55347,1969,1,3,,5,1,2,,3,81,12,1
6456005,2,,3,29,64057,1961,1,1,,6,2,,,1,62,2,2
6460793,3,,,17,60060,1939,1,1,,2,2,,,5,,8,3
6462023,2,,1,36,14075,1938,1,1,,2,2,,,5,,1,2
6464678,2,,2,48,78251,1974,2,1,,4,2,,1,,92,7,2
6466028,2,,2,22,70115,1958,1,1,,6,1,1,,1,62,1,2
6467498,2,,3,55,53149,1962,1,1,,3,2,,,1,31,4,2
6469808,3,,,51,22192,1978,1,1,,6,1,1,,1,92,7,2
6474713,1,1,,51,20110,1941,2,1,,3,2,,,7,,9,1
6476231,3,,,4,85383,1962,2,1,,5,2,,,1,54,3,3
6476726,2,,3,12,32934,1965,1,3,,4,1,2,,1,54,1,2
6478346,3,,,38,58784,1963,1,1,,2,2,,,1,48,3,2
6483362,1,2,,48,76112,1960,1,2,,5,1,1,,1,92,1,1
6484904,2,,1,42,15627,1939,1,1,,2,2,,,5,,12,2
6485570,2,,3,26,49428,1947,1,1,,3,2,,,1,44,1,2
6486587,1,2,,54,25177,1983,2,1,,3,2,,,7,,9,1
6488348,2,,1,36,11705,1955,1,3,,6,2,,,5,,1,2
6488591,1,2,,17,60626,1974,2,1,,6,1,2,,3,71,2,1
6489881,1,2,,34,7090,1965,1,1,,5,2,,,4,,3,2
6492236,2,,2,53,98513,1949,2,3,,5,2,,,5,,3,2
6493475,2,,3,13,30269,1955,1,1,,2,2,,,3,23,5,2
6493781,3,,,42,19551,1959,2,1,,2,2,,,1,44,6,3
6497096,2,,1,4,86409,1947,1,1,,5,2,,,2,81,6,2
6497288,3,,,28,38672,1969,1,1,,6,1,2,,1,31,3,2
6501659,3,,,6,95020,1954,1,1,,5,2,,,1,31,1,4
6503879,2,,4,17,60510,1968,1,1,,6,2,,,1,31,1,2
6505772,2,,2,25,2109,1956,1,1,,6,2,,,1,52,2,2
6505883,2,,3,53,98310,1957,1,1,,5,2,,,1,51,1,2
6507935,2,,1,12,32164,1953,1,1,,2,2,,,1,44,2,2
6510563,2,,3,48,75050,1949,1,1,,6,2,,,5,,8,2
6511742,2,,3,48,78634,1967,1,1,,5,2,,,1,11,12,2
6511793,3,,,12,32789,1950,1,1,,5,2,,,1,81,12,1
6512660,1,2,,6,94521,1948,2,1,,5,2,,,4,,6,1
6513770,1,2,,39,44515,1963,1,1,,4,2,,,4,,12,1
6517199,1,1,,37,27604,1971,1,4,,6,1,2,,1,61,12,1
6518696,3,,,29,63020,1942,1,1,,3,2,,,5,,8,2
6520697,1,2,,37,28704,1976,1,1,,5,2,,,1,44,3,1
6520724,2,,3,29,64801,1963,1,1,,5,1,1,3,,,1,2
6521126,3,,,26,48169,1964,1,1,,4,2,,,1,44,4,2
6525953,1,2,,53,98019,1955,2,1,,3,2,,,2,31,1,1
6526178,2,,1,53,98296,1945,1,1,,2,2,,,5,,8,2
6528290,3,,,47,38133,1932,2,1,,3,2,,,5,,8,2
6528377,1,2,,8,80016,1971,1,1,,5,1,1,,1,51,1,1
6530339,2,,3,28,38663,1953,1,1,,3,2,,,3,54,5,6
6531266,2,,2,17,61704,1955,2,1,,6,2,,,2,61,1,1
6532187,2,,1,26,48188,1954,2,1,,6,2,,,1,61,1,2
6532658,2,,2,12,32256,1968,2,1,,5,2,,,4,,1,1
6532769,2,,2,36,14068,1956,1,1,,5,2,,,1,62,1,2
6533945,2,,1,39,45373,1971,1,1,,5,1,1,,1,31,1,2
6536294,2,,1,36,11733,1967,1,1,,2,1,1,,1,54,3,2
6536567,1,2,,48,78737,1969,1,1,,6,2,,,,,,1
6537491,2,,2,24,21701,1986,1,1,,5,2,,,1,54,1,6
6540710,1,2,,13,30024,1964,1,1,,6,1,1,,1,52,2,2
6541916,2,,3,12,33852,1974,1,1,,6,1,1,,1,52,3,2
6547295,1,1,,6,91355,1973,1,1,,5,2,,,1,54,1,1
6549413,3,,,41,97071,1946,1,1,,6,2,,,3,54,1,1
6555185,3,,,37,28104,1959,2,5,,4,2,,,1,54,1,2
6555551,2,,3,47,37167,1958,2,1,,6,1,1,3,,,1,6
6559001,1,1,,42,19380,1946,2,7,human,6,2,,,5,,8,1
6559061,3,,,30,59860,1961,1,1,,3,2,,,1,44,4,1
6559694,2,,3,47,37618,1954,1,1,,5,1,1,,3,81,1,2
6560996,2,,1,6,92683,1960,2,3,,5,1,1,,7,,9,2
6561803,2,,1,42,17543,1959,2,1,,2,2,,,7,,9,2
6565658,2,,3,6,90241,1944,2,1,,3,2,,,5,,3,2
6565907,2,,4,16,83501,1966,1,1,,5,1,2,,1,92,1,5
6568007,3,,,29,64804,1963,1,1,,5,2,,,4,,2,6
6569282,2,,3,6,91701,1964,1,1,,3,2,,,1,44,5,2
6571295,1,2,,17,60505,1966,2,1,,6,2,,,1,54,1,4
6571673,1,1,,48,78704,1955,2,1,,5,2,,,1,62,1,1
6571709,2,,4,6,92656,1943,2,1,,6,2,,,5,,8,2
6571925,2,,3,37,27834,1942,1,1,,2,2,,,1,48,12,2
6574859,2,,1,6,90807,1973,2,3,,5,2,,,2,52,6,2
6576314,2,,1,24,20653,1965,1,1,,5,2,,,3,81,12,2
6576614,3,,,36,14424,1960,2,1,,6,2,,1,,,1,2
6580442,3,,,37,27278,1965,1,1,,5,1,2,,1,54,3,2
6583550,2,,2,49,84310,1955,1,1,,5,2,,,1,21,3,5
6583586,2,,3,51,23503,1965,1,1,,3,2,,,,54,1,3
6583751,2,,1,6,93635,1945,1,2,,6,2,,,2,54,1,2
6583835,3,,,8,80120,1945,1,1,,5,2,,,1,54,4,2
6585035,2,,3,55,54915,1969,1,1,,4,1,2,,1,31,1,6
6585683,3,,,6,90025,1974,2,1,,5,1,1,,1,54,1,
6586079,2,,1,24,21701,1949,2,1,,5,2,,,6,,12,2
6586151,2,,3,21,40291,1950,2,1,,3,2,,,4,,12,2
6586184,1,1,,26,48103,1974,1,1,,5,1,1,,1,61,1,1
6586757,2,,1,36,10965,1953,2,1,,5,2,,,1,61,1,2
6591026,1,1,,39,43612,1981,1,1,,6,2,,,1,54,1,1
6591209,2,,1,6,92553,1955,2,1,,2,2,,,2,92,6,2
6594854,2,,2,26,49428,1973,1,1,,5,1,2,,1,31,1,1
6595622,2,,1,35,87109,1951,2,1,,5,2,,,7,,9,2
6601568,3,,,6,92084,1951,1,1,,3,2,,,3,23,12,2
6603200,3,,,36,11215,1968,1,4,,5,1,1,,4,,9,1
6604283,1,1,,48,77082,1958,1,1,,5,2,,,1,21,1,1
6606386,1,1,,47,37659,1967,2,1,,6,1,2,,1,61,1,1
6609650,1,2,,36,10463,1952,1,2,,3,2,,,3,48,5,2
6609992,2,,1,55,54622,1959,1,1,,2,2,,,1,48,12,2
6610301,2,,1,12,32024,1957,2,1,,3,2,,,7,,9,2
6613085,2,,1,4,85710,1952,2,3,,2,2,,,7,,9,2
6613688,3,,,31,68803,1954,1,1,,2,2,,,1,81,1,2
6615125,2,,4,48,78248,1930,1,1,,6,2,,,5,,7,2
6617741,2,,1,25,2332,1958,2,1,,6,2,,,1,51,3,2
6618929,2,,1,42,15668,1953,2,1,,2,2,,,2,61,6,2
6619391,2,,1,12,33432,1957,1,1,,3,2,,,1,44,5,2
6628448,2,,1,42,17314,1956,1,1,,3,2,,,1,92,4,2
6628547,2,,3,31,68102,1946,1,1,,5,2,,,3,81,5,2
6631778,1,1,,51,23509,1972,1,1,,6,2,,,1,92,1,1
6631814,1,2,,18,46324,1974,1,2,,3,1,4,,1,71,1,6
6633101,3,,,12,33760,1963,1,1,,6,2,,,4,,1,2
6639470,2,,1,6,91350,1944,2,1,,5,2,,,4,,4,2
6641864,3,,,9,6074,1932,2,1,,2,2,,,5,,8,2
6642710,2,,1,25,1845,1956,1,7,Euro-American,6,2,,,1,54,1,2
6643190,3,,,2,99835,1946,1,1,,6,2,,,8,,2,1
6643499,1,2,,48,77002,1946,1,1,,6,2,,,5,,1,1
6648632,1,1,,55,54901,1973,2,1,,3,1,1,,7,,9,1
6648860,2,,3,48,75069,1966,2,1,,3,1,3,,2,61,12,2
6650189,2,,1,9,6033,1938,1,1,,5,2,,,2,92,1,2
6650726,2,,1,39,44145,1958,1,1,,6,1,2,,1,61,1,2
6650813,1,1,,26,48310,1961,1,1,,5,2,,,4,,11,1
6651488,3,,,36,12566,1962,1,1,,3,2,,,3,42,5,1
6652979,2,,2,24,20895,1949,1,1,,6,2,,,1,92,1,2
6653429,2,,3,17,62025,1950,1,1,,6,2,,,1,61,12,2
6653945,2,,1,44,2816,1948,1,1,,6,2,,,3,54,5,2
6654029,1,2,,6,93420,1944,1,1,,5,2,,,8,,1,1
6655043,2,,2,33,3054,1963,1,1,,3,2,,,3,62,5,1
6657566,2,,4,48,78248,1982,1,3,,5,2,,,1,81,2,1
6657917,2,,1,51,20112,1975,1,1,,6,1,6,1,,52,3,2
6660812,2,,3,12,34787,1946,1,1,,4,2,,,2,81,12,2
6661295,2,,3,48,75028,1974,1,3,,6,1,2,,1,62,2,2
6661598,2,,2,48,78759,1962,1,1,,5,2,,,1,92,,2
6664091,2,,3,29,65203,1962,1,3,,5,1,2,,2,61,12,2
6664313,2,,2,24,21236,1956,2,1,,6,2,,,5,,8,2
6664610,2,,3,18,46755,1961,2,1,,3,2,,,6,,9,2
6665168,1,2,,12,23504,1978,1,1,,5,2,,,1,92,7,1
6665867,2,,3,42,15642,1953,2,1,,5,2,,,3,44,5,2
6666014,2,,5,13,30097,1969,1,1,,3,2,,,1,31,1,2
6666422,2,,1,17,61462,1970,1,1,,5,2,,,2,54,1,2
6666698,3,,,19,52053,1940,1,1,,1,2,,,3,11,5,2
6667436,2,,3,26,48640,1963,1,1,,6,1,4,,1,31,12,2
6672815,2,,2,39,44130,1989,1,1,,5,2,,2,,,10,2
6675608,2,,3,55,53186,1968,1,7,European American,6,2,,,2,61,1,2
6675647,3,,,12,32526,1962,1,6,,5,1,2,,3,71,12,1
6676505,2,,4,51,22911,1951,2,1,,5,2,,,5,,8,1
6677243,2,,3,51,23666,1976,2,1,,3,2,,,1,81,3,3
6679358,3,,,12,33629,1955,1,1,,5,2,,,4,,1,2
6680783,3,,,4,86440,1940,1,1,,2,2,,,1,44,4,2
6684314,3,,,12,34207,1944,2,1,,6,2,,,5,,8,1
6687521,1,2,,40,74107,1979,1,5,,3,1,3,,1,51,1,1
6687866,1,2,,26,49684,1948,1,1,,6,2,,,1,61,1,1
6688787,2,,3,6,92692,1949,2,1,,5,2,,,6,,11,2
6693383,3,,,4,85396,1963,1,1,,6,2,,1,,61,1,2
6701261,1,1,,32,89117,1953,2,3,,4,1,2,,1,52,1,1
6705101,2,,1,18,47112,1946,1,1,,2,2,,,5,,8,2
