case_identifier,inputstate_2016,izip_2016,birthyr_baseline,gender_baseline,race_baseline,educ_baseline,presvote16post_2016
54584516,37,28031,1959,2,1,5,1
54589880,51,23320,1951,1,1,2,2
54589925,12,32084,1965,2,1,4,1
54590513,34,8080,1959,1,1,4,2
54595184,13,30253,1950,1,2,5,1
54598496,39,44643,1966,2,1,2,
54607592,1,35128,1953,2,2,4,1
54626096,23,4086,1965,1,1,3,2
54637994,6,91016,1949,1,1,4,2
54640058,27,56347,1950,1,1,6,1
54642752,6,94598,1988,1,1,5,
54643586,1,36117,1961,1,1,6,1
54650315,29,64503,1984,2,1,2,1
54664307,48,77092,1961,2,1,4,1
54710804,13,31329,1948,1,7,1,2
54711122,39,44905,1953,2,1,2,1
54713450,20,67416,1950,2,1,4,1
54725510,25,1904,1959,1,1,3,1
54725648,13,30083,1945,2,1,3,2
54732101,12,33013,1988,1,3,3,3
54734282,26,48187,1949,2,1,6,1
54739958,36,13147,1958,1,6,6,4
54742631,12,32789,1965,2,1,5,1
54743462,25,1923,1963,1,1,3,2
54752981,42,15202,1962,1,1,5,2
54758294,26,49506,1958,1,1,6,1
54761636,51,23060,1979,2,1,5,1
54766193,48,75087,1943,2,1,3,2
54766244,18,47201,1956,2,1,2,3
54777503,36,14075,1935,2,1,2,2
54786623,42,18015,1989,1,1,5,1
54792677,18,46825,1957,2,1,6,2
54812612,41,97005,1953,1,1,2,2
54823502,21,42127,1954,1,1,3,2
54836354,25,2180,1980,1,1,5,6
54837638,25,2081,1948,2,1,5,1
54876491,42,19095,1942,1,2,2,1
54876719,48,78577,1947,2,3,1,1
54881120,19,50050,1983,1,1,6,2
54908468,17,61925,1964,1,1,4,2
54911789,17,60152,1969,2,1,2,4
54913166,47,37920,1953,1,1,6,2
54920234,17,60504,1951,2,1,2,
54923414,36,14224,1949,1,1,4,2
54923873,47,37820,1953,1,1,3,1
54931847,6,90046,1990,2,1,3,1
54937160,5,72032,1946,2,2,2,1
54943904,12,34759,1956,2,3,2,1
54957182,48,77656,1949,1,1,5,2
54969506,51,23452,1968,2,1,2,2
54997964,13,31008,1959,1,1,1,2
55009457,6,90631,1953,2,1,2,2
55017317,37,28043,1948,2,1,3,2
55028426,6,93306,1936,1,1,3,2
55040360,48,77053,1952,2,2,2,1
55056572,51,23602,1944,2,6,3,2
55082990,17,60403,1954,2,1,5,1
55087445,41,97759,1947,1,1,5,2
55104803,42,18104,1938,1,1,5,1
55121183,6,95207,1946,2,2,4,1
55127504,26,48457,1947,2,1,2,1
55130855,32,89503,1948,1,1,4,2
55133999,48,77706,1955,2,3,2,1
55139009,39,44125,1975,2,2,5,1
55157282,55,53147,1955,2,1,2,
55163099,19,52761,1956,2,1,3,2
55163279,23,4101,1963,1,1,2,1
55163681,51,24019,1977,2,1,4,1
55166081,41,97128,1953,2,1,3,2
55172969,6,90025,1972,2,1,6,1
55174313,26,48108,1953,1,2,3,1
55175057,6,91202,1967,2,1,6,1
55180526,29,65109,1982,2,1,2,1
55184291,34,7863,1954,1,1,5,2
55184891,33,3446,1944,2,1,2,1
55203074,42,19342,1930,1,1,3,1
55203284,24,21207,1966,2,2,3,1
55211861,12,34667,1950,1,1,5,2
55279604,40,73132,1963,1,1,4,1
55280363,48,78638,1937,1,1,1,2
55285331,25,2719,1949,1,1,5,2
55293137,39,45005,1965,1,1,2,2
55393289,27,55343,1967,2,1,5,5
55397642,34,8721,1951,2,1,6,2
55410377,12,32119,1942,1,1,3,2
55430246,6,93555,1930,1,1,2,2
55442303,17,62056,1957,2,1,2,2
55446110,36,14850,1943,2,1,2,4
55459256,5,72744,1974,1,1,5,2
55470482,6,95451,1955,2,1,6,1
55478606,6,90045,1956,2,2,3,6
55479740,12,33881,1949,1,1,5,2
55491605,48,79936,1958,1,3,3,1
55495961,27,56560,1961,1,1,4,1
55500683,53,98532,1963,1,1,4,2
55502444,12,34668,1953,2,1,5,2
55513877,26,49306,1970,1,1,2,2
55524581,18,47362,1953,2,1,5,2
55531256,1,36066,1964,2,1,5,1
55537958,20,66102,1965,2,1,6,1
55538864,42,15905,1959,2,1,2,2
55560590,17,60416,1974,2,1,3,1
55567694,36,10033,1974,1,2,6,1
55583885,42,17057,1983,2,4,5,4
55605062,42,19504,1951,2,1,3,2
55612178,18,46356,1955,2,1,2,2
55622534,29,63845,1961,2,1,3,2
55636454,27,55044,1959,1,1,1,1
55647227,42,19150,1951,2,2,2,1
55662260,37,28711,1942,1,1,5,1
55663454,5,72601,1948,2,1,2,1
55671362,12,32754,1975,2,1,2,1
55678016,36,11757,1951,2,1,6,2
55680479,12,33193,1959,2,3,4,2
55683605,12,33625,1944,2,1,2,2
55689479,36,11365,1956,1,1,2,2
55696457,6,94558,1944,1,1,1,2
55698611,36,10016,1959,2,3,3,
55700141,48,75023,1936,1,1,4,
55705748,12,32640,1944,1,1,3,2
55724414,17,60610,1955,2,2,3,1
55726235,28,38614,1948,2,2,4,1
55741760,19,50010,1973,2,1,3,1
55752854,42,17404,1964,1,1,4,2
55761032,49,84015,1978,1,1,5,
55773263,17,60515,1966,1,6,5,1
55780160,12,33903,1973,2,1,1,2
55781417,37,27944,1955,2,1,4,1
55787771,42,15144,1978,1,1,4,2
55788539,34,7081,1941,2,2,5,1
55794158,27,56288,1961,2,1,4,2
55804802,17,60448,1943,1,1,6,1
55846013,4,85382,1957,2,1,3,1
55851119,12,32164,1964,2,1,6,1
55851959,12,33707,1942,2,1,2,2
55853132,48,76302,1984,2,3,2,1
55857362,51,22191,1970,1,2,6,2
55867937,55,54971,1937,1,1,6,3
55876352,16,83318,1959,2,1,3,2
55884428,35,87114,1940,1,1,5,1
55889012,53,98362,1965,2,1,3,
55902347,27,55129,1972,1,1,4,1
55903580,48,76040,1980,2,1,5,
55904702,42,15210,1946,2,1,2,1
55916852,12,34453,1982,1,1,5,2
55924844,42,17728,1956,2,1,5,4
55933241,48,75041,1948,2,1,6,2
55934801,34,8721,1955,2,1,4,2
55936097,6,93285,1944,2,1,2,2
55947713,50,5701,1938,2,1,3,2
55951250,36,11209,1971,1,1,5,1
55974104,6,93611,1983,2,1,4,2
55979885,24,20895,1974,2,3,5,1
55981664,36,10701,1956,2,2,3,1
55983401,27,55114,1950,1,2,3,1
55984502,26,48049,1940,2,1,2,2
55988876,39,45217,1981,2,1,5,
55990394,26,48341,1939,2,2,5,1
55992806,48,75773,1945,1,1,3,1
55995830,11,20003,1986,1,1,6,1
56012261,55,53590,1949,2,1,5,2
56025233,53,98006,1978,2,2,5,1
56029856,19,50701,1950,2,1,5,1
56033258,53,99206,1965,2,1,5,6
56034935,17,60506,1964,1,1,2,2
56064233,48,76541,1960,1,2,2,1
56066255,24,21226,1966,1,6,4,2
56075561,10,19701,1944,2,1,2,1
56078306,48,78641,1955,2,1,2,2
56080574,48,75165,1954,1,2,3,1
56086268,5,72058,1957,1,1,3,2
56096138,48,77388,1950,2,1,2,2
56104580,26,48910,1991,2,1,3,1
56106104,17,60438,1964,2,2,5,1
56116748,51,24324,1933,2,1,2,2
56116877,36,12205,1941,2,1,6,1
56137379,6,90631,1967,1,3,3,2
56148596,39,45223,1960,2,2,3,1
56151887,12,34983,1959,1,1,2,2
56152508,48,77573,1953,1,1,3,2
56182025,12,34428,1945,2,1,2,2
56184212,13,30028,1975,2,1,3,3
56195660,53,99223,1936,1,1,6,2
56198213,12,32503,1948,1,1,6,1
56206658,42,17111,1960,1,7,3,2
56207900,12,34608,1936,2,3,2,2
56208350,53,98682,1937,1,1,2,2
56210480,36,14057,1951,1,1,2,2
56213438,39,44310,1946,2,1,3,1
56214767,40,74361,1987,2,1,5,1
56219597,42,16509,1954,2,1,3,1
56222684,27,55112,1965,2,4,5,
56226758,6,93940,1957,1,1,6,2
56228687,26,48504,1956,1,2,5,1
56238152,12,34667,1951,1,1,3,1
56247224,48,75833,1969,2,1,3,2
56255696,12,32092,1957,2,1,2,2
56256836,51,24128,1951,2,1,2,1
56258333,31,68157,1958,1,1,2,2
56261678,36,10028,1967,2,1,3,1
56277371,12,34287,1964,2,1,5,1
56281319,34,8638,1968,2,1,2,2
56293727,51,24301,1960,1,1,2,2
56306441,35,87144,1951,1,3,3,1
56309132,27,55117,1954,2,1,5,6
56311067,13,30083,1965,2,2,4,1
56314265,21,40258,1967,1,1,2,2
56333570,42,15829,1950,1,1,2,2
56334737,41,97203,1963,1,7,6,2
56344316,48,78657,1922,1,1,2,2
56354402,48,78209,1954,1,1,3,1
56364287,6,95667,1949,1,1,2,1
56364935,13,31047,1956,1,6,5,
56367497,34,7065,1964,2,1,5,1
56373053,48,75043,1954,2,1,3,
56373080,34,8075,1955,2,1,2,
56378006,19,52310,1977,2,1,3,1
56380040,51,23086,1967,2,1,3,
56384366,36,10920,1945,2,1,5,2
56400104,4,85255,1984,1,1,3,1
56430287,47,37876,1942,1,1,2,2
56437532,55,53901,1947,2,1,3,1
56457635,53,98034,1942,1,1,5,1
56457866,21,40208,1955,2,1,2,6
56465309,17,60487,1948,2,1,1,1
56468138,41,97030,1963,1,2,4,1
56476619,6,93402,1953,2,1,6,1
56484860,51,24019,1948,2,1,3,2
56487146,48,75090,1964,1,1,5,2
56506652,49,84107,1959,2,1,6,1
56525129,54,25053,1960,2,1,2,2
56528684,25,2152,1966,1,1,5,2
56528771,6,90250,1946,1,3,3,2
56543648,25,1056,1946,2,1,2,2
56551106,16,83704,1948,2,1,3,1
56558735,49,84098,1984,2,1,5,5
56568218,4,85143,1956,1,1,1,2
56571509,34,8638,1951,2,2,2,1
56572820,55,53546,1962,2,1,5,1
56577644,36,14127,1947,2,1,2,2
56584541,6,95660,1949,2,1,1,1
56593670,48,77035,1979,2,2,4,1
56593916,31,68850,1955,1,1,3,2
56609087,8,81003,1955,1,6,2,2
56617091,6,94025,1941,1,1,6,1
56645135,49,84790,1938,2,1,2,2
56650436,19,50315,1951,1,1,4,1
56654981,51,23608,1954,1,2,3,1
56657177,17,60103,1969,2,1,5,2
56666120,35,88240,1956,2,1,5,2
56674952,37,28034,1950,1,2,3,6
56683421,13,30064,1974,1,1,6,2
56685401,18,46902,1953,1,1,3,1
56689880,8,80503,1951,2,1,5,2
56697536,24,21061,1978,2,1,6,1
56699810,18,46260,1952,1,2,3,1
56705720,8,9603,1986,2,4,3,1
56733932,27,56183,1969,2,1,3,1
56739656,48,77494,1963,2,1,6,2
56743982,6,90018,1948,2,1,3,1
56744117,39,43001,1972,2,1,5,1
56745512,6,95020,1955,2,1,6,1
56751074,6,94020,1973,2,1,5,7
56756318,8,80538,1977,2,1,1,2
56762039,6,92551,1963,1,3,4,1
56780918,47,37047,1960,2,1,5,3
56785604,34,7882,1942,1,1,2,2
56785613,34,7601,1946,1,1,6,2
56785697,36,14609,1970,2,1,4,1
56796485,49,84123,1956,2,1,2,2
56803274,25,2144,1957,2,1,2,2
56803418,51,23503,1968,1,2,3,1
56804063,42,17403,1961,2,1,2,2
56809463,40,73538,1965,2,1,2,2
56810585,16,83338,1960,2,6,4,2
56817101,48,77082,1960,2,1,2,1
56817515,42,16335,1963,2,1,2,
56818766,36,10467,1949,2,1,2,1
56822858,39,44425,1946,2,1,2,1
56830958,40,73132,1961,1,1,3,1
56840264,42,17090,1940,2,1,3,2
56841026,6,93442,1963,2,1,5,1
56860406,12,32086,1965,1,1,3,1
56860580,41,97223,1945,2,1,3,1
56863172,36,10024,1953,2,2,4,1
56870936,39,44406,1954,2,1,2,1
56875970,46,57270,1950,1,1,2,2
56876240,31,68310,1970,1,1,6,2
56880842,37,27526,1945,1,1,6,2
56897063,21,41540,1954,2,1,2,2
56906015,33,3301,1949,2,1,3,1
56910608,51,23704,1951,2,2,4,1
56919803,25,2766,1950,1,1,2,2
56920505,36,11554,1940,2,1,2,2
56929787,36,12791,1953,2,1,4,1
56930273,37,28403,1957,2,1,5,2
56949059,36,10454,1968,2,3,1,1
56951228,6,94506,1961,2,1,5,7
56951267,6,90003,1986,1,3,3,
56957780,4,85388,1946,1,1,2,2
56960741,55,53948,1965,2,1,2,
56963639,37,27299,1967,2,1,2,2
56964365,42,19606,1948,1,1,2,
56965895,36,12205,1943,1,1,2,2
56967650,27,55983,1943,2,1,3,2
56968589,37,28443,1955,1,1,4,2
56969756,12,33133,1980,1,3,2,2
56972981,12,32566,1954,2,1,2,2
56974115,6,93726,1950,1,1,5,1
56975273,37,27610,1968,2,1,6,1
56977445,17,62665,1970,2,1,2,2
56977457,6,95841,1950,2,3,5,2
56977838,48,78253,1977,1,4,5,
56982671,54,26601,1955,2,1,1,2
56985185,12,33540,1944,2,1,3,2
56985401,25,2170,1941,2,1,2,1
56986049,18,47713,1947,2,1,3,1
56987876,34,7011,1977,2,1,2,1
56989955,12,33563,1983,2,3,6,1
57007391,36,10928,1941,1,1,5,2
57018938,6,94044,1943,2,1,2,1
57026930,6,94595,1951,1,1,5,6
57036929,21,42321,1947,1,1,2,2
57041498,12,32092,1964,1,1,5,1
57054617,16,83709,1964,2,1,2,2
57062600,55,53222,1964,1,1,6,1
57065573,29,63376,1939,2,2,4,1
57084296,36,14626,1962,2,1,3,2
57090305,6,95062,1946,2,1,6,4
57095468,55,54956,1957,1,1,6,1
57098762,26,48658,1934,2,1,2,2
57098960,29,63129,1953,2,1,5,1
57104258,36,11738,1974,1,1,5,6
57104438,27,56353,1961,2,1,4,2
57106715,42,17870,1980,1,1,6,1
57110606,51,23602,1973,2,2,5,
57116669,26,48458,1959,2,1,3,1
57130691,26,48768,1946,1,1,2,
57150410,34,8003,1957,2,3,6,2
57152183,44,2905,1971,1,2,3,1
57155981,13,30044,1948,2,2,4,1
57156872,41,97325,1961,2,1,5,2
57164885,18,46406,1985,2,2,5,6
57166799,28,39503,1979,2,1,3,1
57167675,36,10550,1944,1,1,6,1
57168098,17,60631,1960,2,1,5,4
57188633,53,98012,1967,1,1,5,3
57190145,13,30122,1958,1,2,6,1
57192869,39,43616,1947,2,1,2,1
57193955,45,29512,1955,2,1,5,2
57195809,19,50131,1966,1,1,6,2
57196049,17,60118,1948,2,1,2,1
57203705,26,48708,1957,1,1,3,2
57204935,17,60409,1950,2,2,2,1
57206501,53,98503,1954,2,5,3,
57216410,26,48631,1958,1,1,2,2
57224192,27,55407,1979,1,1,4,3
57234980,25,2724,1956,1,1,2,1
57238409,48,75231,1957,1,1,6,1
57248246,13,30024,1973,2,1,5,2
57253271,6,90302,1966,1,3,3,6
57258248,1,35901,1974,2,2,4,6
57264254,21,40403,1961,1,1,6,1
57275189,27,55920,1950,2,1,2,1
57280040,48,75126,1978,2,1,3,2
57285734,12,33178,1972,2,1,5,1
57292358,12,32217,1967,1,1,6,2
57293639,4,85718,1946,2,7,6,1
57305801,42,17402,1974,2,1,4,2
57311744,22,70119,1966,2,1,6,1
57312794,18,46307,1960,2,1,5,7
57319802,12,32162,1945,2,1,3,2
57321137,55,53150,1985,1,1,5,1
57322121,6,91406,1973,2,3,5,2
57338705,20,67502,1950,1,6,5,2
57350321,24,21012,1963,2,2,5,1
57352229,36,11209,1960,1,1,5,2
57372302,18,46151,1952,2,1,5,1
57381065,13,30413,1959,2,1,6,1
57401096,16,83274,1949,2,1,3,2
57406352,48,78006,1961,1,1,3,2
57414935,20,66067,1941,1,1,1,2
57415064,48,78228,1943,2,3,2,1
57417182,48,75904,1983,1,1,5,2
57423161,12,33511,1943,1,3,5,1
57425825,36,11356,1959,2,1,5,2
57428573,6,95337,1975,2,2,5,3
57440735,20,66739,1961,2,1,3,2
57441182,17,60659,1942,2,2,3,1
57444224,19,50125,1984,2,1,5,1
57452819,6,93502,1958,1,1,4,2
57453578,40,73012,1985,1,1,5,1
57460328,41,97520,1957,1,1,3,2
57462779,17,61401,1959,1,1,4,2
57471800,19,52068,1966,1,1,4,2
57489191,9,6770,1972,2,1,6,1
57491351,55,54660,1983,2,1,3,2
57495968,41,97206,1958,2,1,2,2
57496916,51,22657,1955,1,5,4,2
57497072,51,22315,1957,2,1,3,1
57501239,47,37821,1957,2,1,2,
57501272,1,36701,1962,2,2,4,1
57503243,49,84040,1967,1,1,4,2
57503987,13,30106,1962,1,1,3,
57509537,26,49684,1951,2,1,2,
57511910,26,48184,1963,2,1,4,1
57513086,17,60047,1953,2,1,2,2
57518585,49,84123,1950,2,1,3,1
57522983,12,33408,1965,2,1,5,1
57525512,51,23228,1981,2,1,5,2
57525572,6,91775,1950,1,1,6,1
57533024,18,46540,1957,1,1,5,2
57534803,21,40741,1937,2,1,2,2
57535976,48,76248,1963,2,4,6,2
57538754,35,88011,1956,1,1,4,2
57549647,12,34112,1957,2,1,4,6
57556892,25,2176,1959,2,1,5,2
57558314,6,91402,1969,2,3,3,1
57565478,31,68506,1956,2,1,5,2
57574574,6,90036,1955,1,1,6,2
57578183,6,95677,1956,2,1,5,1
57587663,18,46403,1951,2,2,3,1
57591137,45,29605,1953,2,5,5,1
57592250,12,34201,1940,1,1,6,2
57596900,55,53589,1966,2,1,5,1
57600452,17,60638,1943,2,1,3,2
57601295,34,7601,1955,1,3,6,2
57606107,17,60016,1959,2,1,5,2
57607055,12,33021,1955,2,1,6,1
57608774,28,38672,1963,1,1,6,2
57610427,42,15642,1969,2,1,3,
57616223,42,18073,1965,2,1,5,2
57637907,26,49659,1933,2,1,2,2
57641411,6,91001,1932,1,1,5,2
57652166,23,4901,1972,2,1,2,
57671654,33,3104,1957,2,1,4,1
57674789,37,28753,1953,2,1,2,
57675248,4,85207,1950,2,6,4,2
57685949,6,94590,1970,2,1,5,1
57703007,20,66801,1962,2,1,5,1
57704651,41,97370,1947,1,1,5,6
57711947,47,38401,1957,2,1,5,2
57716252,35,87107,1943,1,1,6,2
57716474,24,20657,1941,2,1,2,2
57725570,6,93444,1943,1,1,2,2
57729008,17,60030,1965,2,1,5,1
57733625,6,92504,1961,1,1,2,1
57734096,55,53711,1970,1,1,6,4
57737501,25,1938,1940,1,1,6,1
57745574,42,19128,1960,2,1,5,2
57756062,46,57103,1964,1,1,3,1
57768326,9,6413,1965,2,1,3,1
57774314,4,85132,1957,2,1,3,2
57776300,6,91345,1945,2,4,2,1
57785465,48,77489,1936,2,2,6,4
57791150,29,65020,1961,2,1,2,3
57796673,20,66616,1958,2,2,4,1
57797816,17,60608,1988,1,1,5,1
57803975,17,62526,1976,2,1,3,2
57806621,30,59044,1937,2,1,6,1
57813092,1,36344,1956,2,1,2,1
57817637,44,2889,1948,2,1,5,1
57818147,54,24827,1964,2,1,2,2
57837539,29,64089,1969,2,1,5,2
57849134,24,21217,1983,2,2,5,1
57853325,39,43214,1971,1,1,5,1
57863030,48,76209,1987,2,6,5,1
57866489,6,90037,1953,1,3,4,2
57874655,26,48642,1978,2,1,5,2
57876587,20,66441,1963,1,1,3,2
57878015,45,29432,1960,1,1,3,
57886064,47,38573,1943,1,1,2,2
57887108,47,38125,1974,1,2,5,1
57893891,47,38024,1985,2,1,1,
57909815,28,39402,1954,1,6,2,3
57920852,39,43511,1953,2,1,5,2
57941657,54,25801,1954,1,1,2,2
57952637,44,2878,1952,1,1,6,2
57975743,37,28630,1942,2,1,5,1
57987305,21,42635,1963,2,1,5,1
58001225,18,47006,1939,1,1,2,2
58003304,20,66215,1931,2,1,2,2
58003841,13,30046,1959,2,1,3,
58006130,42,19082,1955,2,1,3,3
58011662,1,36611,1963,2,1,6,1
58014056,51,23838,1957,2,1,5,6
58014395,42,18630,1969,1,7,5,2
58014632,12,32738,1967,2,1,3,1
58017662,24,20902,1950,1,1,6,2
58018664,47,37013,1981,2,1,5,1
58020776,8,81122,1945,2,1,5,1
58021271,29,63021,1960,2,1,6,1
58027109,24,20886,1951,1,1,3,2
58029131,48,79762,1988,2,1,5,2
58033538,18,46038,1982,2,1,5,1
58036124,12,34473,1958,1,1,2,6
58040165,27,55413,1958,1,1,6,2
58040351,26,48146,1976,1,1,3,2
58047188,51,23456,1975,2,1,2,1
58050254,4,85051,1948,1,1,5,2
58052354,32,89104,1958,2,1,5,1
58064462,1,36613,1969,2,2,2,1
58069049,20,66425,1948,2,1,5,2
58069076,29,63125,1965,2,1,1,2
58076561,39,45215,1968,2,1,5,1
58089578,20,67401,1957,1,1,2,2
58095110,12,32724,1945,1,1,5,2
58100477,6,92374,1970,1,1,5,2
58111277,12,32703,1968,2,1,5,1
58115555,42,17512,1963,1,1,2,2
58119506,39,43055,1960,2,5,2,1
58120583,12,34480,1972,2,1,3,2
58123625,39,44140,1935,2,1,5,2
58128938,21,40481,1946,2,1,2,2
58129295,4,85373,1949,1,1,2,1
58138196,27,55345,1964,1,1,2,
58139612,17,61021,1958,2,1,2,2
58143440,51,20164,1964,2,1,5,2
58147601,6,92131,1938,2,1,2,2
58156040,9,6811,1974,1,1,5,2
58156271,36,12590,1957,1,1,2,1
58168028,24,21226,1962,1,1,3,
58174115,44,2893,1962,1,3,2,1
58174277,54,25405,1964,2,1,2,
58181891,45,29045,1951,1,1,6,
58191047,47,37807,1963,2,1,2,2
58194020,41,97526,1953,2,1,3,2
58198712,37,27127,1964,2,2,3,1
58199306,29,65810,1962,2,1,5,2
58201415,41,97229,1977,1,1,6,2
58202192,12,34997,1976,2,1,2,2
58204556,42,18634,1940,1,1,5,2
58221749,12,33579,1943,2,1,3,1
58230527,6,93446,1966,2,2,5,2
58236002,12,32725,1971,2,1,4,1
58238063,26,49428,1944,2,1,2,1
58242005,42,19090,1952,2,1,2,1
58245797,53,98033,1950,2,1,3,1
58247384,42,15438,1956,2,1,2,1
58247861,39,43224,1968,2,1,6,1
58298408,18,46205,1980,2,1,3,4
58307633,18,46845,1940,2,1,2,1
58317869,42,18014,1969,1,1,5,2
58342988,18,46038,1944,2,2,3,1
58349243,42,16611,1937,2,1,3,2
58350500,55,53548,1963,2,1,2,1
58376267,6,95926,1963,2,1,2,2
58376357,5,72010,1957,2,1,2,2
58384487,13,30291,1965,2,1,3,1
58387790,31,68516,1945,1,1,5,2
58390337,34,8560,1987,1,2,2,1
58392797,23,4430,1945,1,1,2,2
58404158,36,11226,1950,2,2,3,1
58412882,6,89178,1950,2,1,1,
58450583,36,11221,1990,2,1,3,1
58452260,25,1850,1968,1,2,5,1
58459433,6,95521,1978,1,1,5,1
58463648,13,30906,1986,2,2,3,1
58479263,18,47408,1969,2,1,6,1
58489313,4,85016,1945,1,1,6,
58493375,12,32778,1985,2,1,2,4
58495103,48,75228,1961,2,1,3,1
58500023,41,97219,1965,2,1,3,1
58503290,39,44485,1960,2,1,2,2
58506725,4,85050,1974,1,1,5,1
58509572,36,14616,1975,1,1,3,2
58510187,55,53143,1966,1,2,3,
58510715,42,19046,1938,2,1,3,1
58510832,36,11412,1962,2,2,5,1
58511669,12,33602,1977,1,4,6,
58515194,22,70043,1951,2,1,2,2
58516181,39,44092,1946,2,1,4,1
58520951,37,27612,1979,2,2,5,1
58526381,13,30341,1964,1,1,2,
58527929,6,92395,1961,2,3,3,1
58531448,25,2790,1949,2,1,5,2
58533305,24,21136,1984,2,1,5,1
58534847,48,76087,1962,2,7,5,2
58545392,40,74729,1956,2,1,2,2
58549313,39,45242,1956,2,2,3,1
58550609,4,85204,1947,1,1,2,1
58562186,22,70563,1957,2,1,2,2
58562231,28,38611,1947,2,1,3,2
58566182,9,6468,1963,1,1,5,4
58589972,27,55311,1952,1,1,4,3
58591277,19,52003,1938,1,1,6,1
58591532,17,60565,1965,2,1,5,1
58594883,6,92373,1951,1,3,2,1
58595978,51,22405,1956,2,1,3,2
58603838,9,6902,1974,2,1,5,2
58621670,36,11357,1968,2,1,2,2
58626395,4,85015,1955,1,1,4,1
58631213,8,80249,1955,2,3,3,1
58634360,55,54201,1948,2,1,3,2
58634657,42,17408,1946,1,1,2,1
58634723,48,75007,1978,2,1,3,1
58638071,12,32309,1983,1,1,5,2
58638497,37,28277,1972,1,1,5,2
58638845,6,94606,1941,2,2,3,1
58639613,19,51104,1977,2,1,5,1
58644182,53,99019,1950,1,1,3,1
58649756,51,20176,1965,1,1,6,2
58653710,40,73120,1964,2,1,3,1
58664531,18,46901,1940,2,1,2,1
58665905,17,60622,1983,1,6,2,
58667819,24,21921,1937,2,1,5,1
58670546,12,33071,1944,2,1,3,2
58683140,17,60624,1961,1,2,3,1
58683290,32,89130,1962,1,1,2,1
58683662,12,34233,1948,2,1,3,
58683689,39,44053,1956,2,1,3,3
58684685,21,42635,1948,2,1,2,2
58684697,21,42240,1956,2,6,6,1
58685096,39,44870,1957,2,1,2,1
58685471,34,8505,1951,2,1,3,2
58686341,26,48081,1980,2,1,5,3
58686674,34,8080,1956,2,1,5,1
58686872,1,35581,1954,2,1,3,2
58705058,29,63303,1938,2,5,2,1
58724651,6,93536,1952,1,1,3,1
58737689,5,72116,1967,2,4,5,
58737836,45,29624,1948,1,1,2,2
58746749,8,80424,1946,2,1,3,2
58749689,15,96822,1958,2,4,6,1
58767062,29,65674,1961,2,1,3,2
58777364,55,53221,1942,2,1,1,2
58778189,45,29229,1962,2,2,6,1
58791014,1,36866,1964,2,2,3,1
58796696,53,98178,1985,1,1,3,1
58814807,13,30281,1949,2,1,3,2
58820087,27,55807,1956,2,1,1,
58820480,36,10990,1961,2,1,5,2
58820504,29,63118,1955,2,1,6,2
58822508,6,91423,1978,2,6,5,1
58822733,8,80917,1953,2,1,2,1
58823318,42,17032,1979,2,1,2,
58823396,24,21014,1966,2,1,5,1
58826093,36,10956,1981,2,1,6,2
58826180,26,49341,1968,2,1,3,2
58829795,45,29301,1966,2,5,3,2
58830617,31,68980,1951,2,1,,3
58836326,42,18612,1965,2,1,6,2
58841162,39,44035,1960,2,2,1,1
58843526,26,49120,1983,2,1,3,
58844978,10,19975,1948,2,1,2,2
58845629,22,70601,1941,2,6,2,2
58847495,18,46222,1950,2,2,5,1
58853963,47,37033,1966,1,1,2,2
58854947,34,7044,1954,2,1,6,1
58862105,6,94618,1985,2,4,5,1
58863407,8,80022,1949,2,1,5,2
58877780,48,75028,1946,2,1,3,2
58886060,32,89074,1953,1,1,6,2
58941767,49,84405,1981,1,1,5,1
58943291,48,77536,1946,1,1,2,1
58964498,6,94801,1957,1,1,5,1
58967951,17,60025,1979,2,1,6,1
58968836,12,33852,1960,2,1,3,2
58973774,24,20854,1989,1,1,5,1
58987184,6,91360,1977,1,1,1,6
58989953,26,49504,1975,2,1,3,1
58996874,25,2129,1987,1,1,3,1
58997660,25,2452,1979,1,1,5,1
58999706,4,85363,1970,2,1,3,1
59021297,4,85257,1969,1,1,5,1
59036555,17,60431,1958,2,1,4,2
59042063,6,94546,1958,2,1,6,2
59050232,48,78732,1967,1,1,3,1
59051375,48,76131,1974,2,1,5,2
59067434,53,98338,1943,2,1,5,3
59067638,51,23228,1935,2,1,1,2
59074778,32,89121,1941,2,1,2,1
59078507,6,92104,1963,1,1,3,1
59084189,48,77079,1962,2,1,3,2
59109209,1,35124,1954,2,6,2,1
59111990,28,38701,1959,1,1,1,1
59115227,45,29615,1979,2,3,5,2
59115317,13,30319,1955,2,1,5,1
59116151,17,60142,1957,2,3,3,1
59117777,6,93304,1953,1,2,3,1
59122841,55,54981,1944,2,1,5,1
59130173,35,87144,1987,1,1,4,1
59130191,37,27909,1989,2,1,4,2
59130635,19,51503,1983,1,1,5,3
59136386,47,37923,1970,2,1,6,2
59137991,36,13340,1943,2,1,2,2
59142404,34,8882,1981,2,1,2,1
59152838,42,18411,1955,1,1,2,2
59153672,42,18062,1958,2,1,5,2
59156819,37,28625,1949,2,3,2,1
59165408,42,17043,1945,2,1,5,1
59169104,48,78245,1988,2,1,5,7
59176670,4,85194,1964,1,1,3,2
59187362,6,92346,1944,1,1,2,2
59189717,6,92656,1952,2,2,2,4
59192876,32,89048,1957,2,1,4,2
59198444,42,19145,1985,2,4,3,1
59203418,16,83467,1949,2,1,2,1
59211182,37,28112,1964,2,1,6,1
